@relation cloud_risk

@attribute RC NUMERIC
@attribute IP NUMERIC
@attribute IAS NUMERIC
@attribute DS NUMERIC
@attribute TPM NUMERIC
@attribute RE NUMERIC
@attribute DB NUMERIC
@attribute DI NUMERIC
@attribute DT NUMERIC
@attribute DL NUMERIC
@attribute DLIS NUMERIC
@attribute SLA NUMERIC
@attribute AAC NUMERIC
@attribute IDD NUMERIC
@attribute BCSA NUMERIC
@attribute R NUMERIC
@attribute ShE NUMERIC
@attribute VV NUMERIC
@attribute risk_label {low,medium,high,very_high}

@data
0.613411,0.944449,0.967271,0.230979,1.866226,0.439982,1.622906,0.291778,1.805293,1.390150,1.016529,1.828187,0.206822,1.551354,1.379608,1.119617,1.436334,2.012915,low
0.167034,0.641734,0.715125,0.801914,1.314395,0.017630,1.657077,1.106076,2.995944,1.312957,2.254815,1.842046,2.140581,2.976953,2.259894,1.711137,1.205846,2.577398,very_high
0.991169,0.671479,0.957135,0.851489,0.878058,1.432255,1.139416,1.297444,0.603552,2.566403,2.354989,1.499002,0.073260,1.540458,2.071039,2.543561,2.235617,1.057820,medium
0.231672,0.632282,0.427105,0.483066,0.089762,0.688877,0.612118,0.780392,1.569654,0.150507,0.688934,0.920297,1.739295,2.327412,1.308747,2.230498,1.347669,2.456163,low
0.942732,0.198992,0.475100,0.416071,1.840228,1.573305,0.435598,0.997090,1.038556,2.645887,2.918614,1.595228,2.521215,1.236598,1.335559,1.725572,1.149864,2.893675,high
0.649647,0.418334,0.897955,0.977854,0.940592,0.677872,0.654400,1.751307,1.577679,2.556210,0.253470,1.548905,1.139825,2.203695,2.978503,1.383610,1.853298,1.999056,high
0.607737,0.750940,0.525049,0.200565,0.057993,1.638668,1.256991,0.217126,0.696386,1.519099,0.205509,0.058247,0.134521,2.968963,1.905460,2.263591,1.439293,1.675420,low
0.512689,0.101373,0.707279,0.215359,1.379642,0.261397,0.345313,1.583466,0.142837,1.470609,1.786513,0.847408,2.141542,1.583675,1.251603,2.775111,1.722433,2.293301,low
0.230670,0.277853,0.252173,0.291867,0.963675,0.346746,0.517280,0.341509,1.717696,1.085422,2.168222,0.159556,2.789059,2.696151,1.429580,2.292545,1.519422,2.832522,medium
0.176528,0.276319,0.446726,0.172757,0.248691,0.681753,0.936122,0.073416,1.007563,2.982521,2.882658,2.700464,2.151514,2.995143,1.536696,2.625808,1.185273,1.353539,very_high
0.220486,0.432019,0.123450,0.379366,0.428544,0.816975,0.466100,0.371149,0.545824,0.333508,1.214837,2.175669,1.735342,2.177108,2.021835,2.043056,2.120694,1.807388,low
0.186438,0.980369,0.205980,0.910834,0.128981,0.697406,1.177287,1.530086,0.971807,1.770646,0.075874,2.988346,0.690086,1.618802,1.671096,2.435942,1.054037,1.312581,low
0.779584,0.067503,0.000943,0.615348,1.148587,1.527294,1.846352,0.810252,0.147841,2.045045,1.808689,0.906514,0.046127,2.347063,1.910024,2.792454,2.932751,1.993308,high
0.350125,0.518701,0.039265,0.411947,1.244059,0.193903,1.496179,1.745041,2.851327,2.802990,0.869088,2.635458,2.084016,2.689696,1.332999,2.546358,1.682661,2.080844,very_high
0.057843,0.179365,0.977284,0.934411,1.011485,0.702434,1.332853,1.049415,1.743444,2.340610,1.298841,1.809163,0.693079,1.342700,1.653457,2.819708,2.390315,2.888407,high
0.969103,0.970677,0.242354,0.048464,1.634204,1.674480,1.165443,0.044501,2.444306,1.931542,1.465408,1.359376,2.574488,1.905032,1.140633,1.862279,2.620726,1.825030,high
0.883786,0.113304,0.663311,0.210276,1.722018,0.133594,0.975896,1.433427,1.269355,0.350437,0.193538,0.667719,1.399092,1.638375,2.779421,2.808441,1.558210,2.133913,low
0.927752,0.403601,0.839100,0.565889,1.231249,1.884687,0.373128,0.220466,2.709944,1.121201,1.457945,2.215176,1.591907,1.566718,1.397505,2.243134,2.497477,2.770525,very_high
0.994908,0.737885,0.550660,0.615553,0.025513,1.972634,1.789421,1.578759,1.449955,0.416525,1.278959,2.712422,2.261810,2.721643,2.513800,2.740098,2.664842,1.642810,very_high
0.173895,0.704554,0.153145,0.039558,1.390459,0.177136,0.497072,0.336205,1.721836,2.643638,2.137633,0.705925,2.338292,1.843308,1.699104,1.078753,1.482634,2.348328,medium
0.396242,0.422729,0.728116,0.403039,0.835998,0.582545,0.182618,0.690893,1.475382,2.248863,1.936998,0.526171,1.927952,1.678153,1.948795,2.315705,2.984989,2.514324,high
0.758238,0.346524,0.600251,0.649154,1.131115,0.744801,1.500030,1.522543,2.199835,2.272610,0.555647,2.088666,2.815295,2.207021,1.582522,2.695950,1.041377,1.661056,very_high
0.696021,0.397612,0.731251,0.698071,1.298161,1.552783,0.351231,1.908463,1.699968,1.956770,0.618417,2.930919,2.946895,1.438803,2.392883,1.348404,1.434001,1.328682,high
0.153896,0.264276,0.769747,0.638140,0.700473,1.191854,0.743792,0.742868,0.814797,1.521131,0.753019,2.249865,2.840656,1.459787,2.689093,2.323574,2.560042,2.005819,high
0.815833,0.205333,0.975410,0.320563,1.834197,1.288731,0.056570,1.658800,0.436619,0.449913,0.536851,0.853742,2.472538,2.040577,1.572540,2.649909,1.388262,1.713603,low
0.224441,0.483040,0.573563,0.093520,0.267950,1.515020,0.274136,0.381585,1.818373,0.989085,1.971640,1.259866,2.116876,1.818545,1.484435,1.575899,2.396520,1.532925,low
0.223818,0.268534,0.341641,0.427112,1.343024,0.235958,0.346407,1.614360,1.467540,0.410747,2.983291,1.152953,1.989978,1.589965,2.362881,1.810493,2.711061,2.946843,high
0.536974,0.287462,0.648465,0.128754,0.008719,1.666419,0.108820,1.314988,0.287927,2.174739,1.956325,2.556285,0.311251,1.107902,1.390306,2.139035,2.918429,2.004306,medium
0.592940,0.656756,0.068441,0.947624,1.849302,1.411240,1.313314,0.385487,1.186852,0.480686,1.820045,2.314112,0.814453,2.041548,2.279680,2.038335,1.948495,2.712955,high
0.580086,0.968537,0.897397,0.475171,0.225008,1.154683,1.674016,0.605008,1.544329,2.106341,1.229784,1.766926,0.017065,2.633218,1.188856,1.078379,2.942218,1.390635,medium
0.091487,0.603637,0.119381,0.317259,0.189768,1.779471,0.746631,0.263542,2.480680,2.076766,0.937741,0.824877,0.412230,2.702754,2.240274,1.197344,1.823245,2.878886,medium
0.877461,0.076979,0.327843,0.766304,0.666015,1.400613,1.749153,0.765934,0.228303,1.377913,2.733221,2.813966,1.317688,1.470880,2.026813,1.200933,1.436256,2.588863,medium
0.265600,0.075584,0.815745,0.497949,0.747133,0.403400,0.426693,0.407297,1.045486,0.405686,2.907006,1.959946,0.439610,2.199282,1.227811,1.524536,2.027844,2.617384,low
0.129515,0.951423,0.597312,0.310034,0.428600,0.859491,0.650781,1.287996,2.467968,0.944402,1.490329,2.911430,2.704990,2.711763,2.298207,1.491728,2.299646,1.779530,very_high
0.888748,0.297291,0.393636,0.811968,1.170243,0.988086,0.301474,1.989010,1.945272,0.960279,0.870601,1.740351,2.417098,1.817452,1.893114,2.484445,1.915927,1.971274,high
0.955651,0.092067,0.473436,0.867152,0.885828,0.110435,1.241118,0.024018,0.869875,2.101155,2.310367,2.463578,0.214836,2.864274,1.434230,2.145489,2.133945,2.186709,high
0.862128,0.599045,0.854547,0.673008,0.068351,1.909275,0.839739,1.081840,2.536005,0.341229,0.397370,2.439316,0.746741,2.805957,1.706768,2.527952,1.832818,2.579531,high
0.809516,0.623649,0.340004,0.046964,0.639304,0.257155,1.226567,1.147333,1.479881,2.487206,2.296765,1.011986,2.457216,1.416268,1.984204,1.139792,2.049524,2.698114,high
0.655242,0.648505,0.869650,0.566323,1.620866,1.394923,1.523350,1.828418,1.495056,2.283022,2.456845,2.892062,2.409138,1.517930,1.183108,1.970428,2.905191,1.156091,very_high
0.550857,0.267402,0.088134,0.763295,1.379403,1.012462,1.091406,1.012011,2.929762,0.558921,0.374712,0.065824,2.836352,1.360884,2.915219,1.647551,1.999662,2.808125,high
0.086987,0.015111,0.776798,0.136503,1.449742,0.051264,1.255261,1.087403,2.841350,2.157493,2.930584,2.306133,2.992643,1.392109,2.331124,2.699879,1.506359,2.874993,very_high
0.408453,0.965015,0.847548,0.228671,1.396234,1.849495,1.870501,0.943306,1.075598,2.005540,2.956537,2.896671,2.928810,2.815724,1.205070,2.415578,2.517493,2.185775,very_high
0.372689,0.250893,0.181818,0.882495,0.621946,1.703674,0.598129,0.537809,0.421737,2.244362,2.810158,1.016725,1.230414,2.862276,2.645724,2.738517,1.675169,1.373501,high
0.259754,0.676026,0.430347,0.020122,0.199328,1.048516,0.718328,0.112058,0.977000,0.566786,1.488104,1.944332,0.750985,1.103794,1.645110,1.092854,2.632414,2.636830,low
0.723420,0.706630,0.165500,0.752727,0.544934,0.457885,1.435407,0.817315,0.091450,0.472771,0.738222,1.686670,2.275231,2.187207,2.193599,2.441647,1.113684,2.097175,low
0.495876,0.610007,0.706604,0.473773,1.663571,0.243246,1.222611,0.105183,0.062304,0.709452,1.746028,2.284522,0.897819,2.128463,1.554286,2.080017,1.664356,2.634393,low
0.081046,0.312907,0.535348,0.446772,1.960942,0.726785,0.357066,1.100985,1.186566,1.097615,1.259802,2.598534,2.419201,1.781095,2.466812,2.650000,1.188720,2.629616,high
0.220183,0.271096,0.635323,0.007097,0.987694,0.510857,0.752295,0.614587,2.823059,2.380995,0.617846,1.809134,1.601864,2.263395,2.446018,2.014321,1.170636,1.173459,medium
0.683259,0.597668,0.196487,0.819398,0.019401,1.013382,0.935676,1.067205,2.614072,2.213772,1.271029,2.447714,2.381782,2.894736,2.104087,2.080418,2.316779,2.214043,very_high
0.076131,0.866096,0.211746,0.359825,0.280090,1.932819,0.838780,0.268594,1.534329,2.776355,1.991670,0.936857,0.827640,1.340510,1.481851,1.103535,1.770670,1.966289,low
0.851207,0.946734,0.041497,0.540766,0.644161,1.149907,0.356550,1.865260,1.695679,0.175889,0.212740,0.685761,1.524082,1.240822,1.507408,2.337046,2.742958,2.892239,low
0.495147,0.105906,0.322068,0.677301,1.157171,1.779862,1.848860,1.789042,0.017800,0.034669,1.000254,1.292003,1.692071,1.066781,1.765726,1.546280,2.032810,1.593283,low
0.480587,0.154829,0.559745,0.702630,0.150187,1.301758,1.524638,0.379993,0.646503,2.097416,0.053385,2.033210,2.829324,1.727667,1.290024,1.039388,1.590686,1.412000,low
0.592408,0.944736,0.857935,0.955980,1.886715,0.950493,0.962712,0.686889,0.074322,0.837862,2.248487,0.561741,0.799793,1.675257,1.675311,1.132874,2.441778,2.794174,low
0.824681,0.736535,0.666927,0.531340,0.730167,1.709215,1.360122,1.226986,2.263619,1.002237,1.922074,2.041057,2.810065,1.861639,2.368709,2.914571,2.248034,1.297431,very_high
0.347809,0.882994,0.435396,0.399720,1.825168,0.942736,1.794565,0.191372,0.436937,1.640406,0.188016,1.182281,2.414577,2.006620,2.661691,1.692155,2.599189,2.373039,high
0.678016,0.202633,0.953120,0.953704,1.561044,1.737256,0.272348,0.709136,2.607141,0.307239,2.894213,2.386726,2.192682,2.515648,1.665165,2.736151,2.287177,1.600040,very_high
0.565732,0.587586,0.719245,0.642110,1.510875,0.583154,0.500746,0.502225,1.929973,1.928083,0.067865,0.110507,2.360611,1.784227,1.467181,2.919354,1.334027,2.135692,low
0.267028,0.701140,0.930165,0.298150,1.213439,0.257626,1.085402,1.831033,0.688256,0.975442,1.769882,2.003948,1.816275,1.661226,2.665285,2.886534,2.340620,2.232439,very_high
0.878630,0.680112,0.527588,0.126464,1.253568,1.710629,1.598021,1.705021,0.473161,1.898145,2.329102,1.949467,0.732240,2.653758,2.781408,2.763450,1.783098,1.834739,very_high
0.797426,0.408152,0.258904,0.842555,1.276006,1.174830,0.072510,1.159665,1.882874,2.502021,2.363689,2.822806,0.568485,2.699593,1.820043,2.789688,1.926286,2.949930,very_high
0.658452,0.015395,0.052827,0.362182,1.257443,1.778185,1.968036,1.040693,2.702511,0.513334,0.102855,2.140103,2.599024,1.465532,1.053808,1.578016,2.843129,1.263666,medium
0.850582,0.582926,0.726085,0.660470,1.107456,1.875654,0.909813,1.861452,2.155081,2.792619,2.719245,2.388906,2.175418,1.629344,2.389923,1.302940,1.719928,1.782798,very_high
0.867294,0.253102,0.121303,0.470816,1.972828,0.107257,0.718462,1.864856,1.045640,1.592064,2.755355,2.713773,0.639613,2.650233,2.568066,2.278525,2.223918,1.860791,very_high
0.708363,0.450254,0.302775,0.198930,1.464581,1.001939,0.585449,1.938660,1.762151,2.768783,1.684171,2.025156,1.845280,1.158816,1.036049,1.976211,1.726963,2.262094,high
0.837013,0.957581,0.532471,0.601687,1.553893,0.749929,0.348713,0.250758,0.932285,0.623190,1.446250,0.870461,1.342639,1.651694,2.190062,1.197493,1.189455,1.814520,low
0.697471,0.399035,0.564417,0.060683,1.744926,1.251717,1.583148,0.321116,2.997449,1.813688,0.134602,2.609321,0.475966,1.896700,2.176738,2.355083,1.907051,1.194072,high
0.680141,0.839802,0.600583,0.413342,0.431280,1.587182,1.910828,1.353473,2.246518,1.211661,1.685862,2.242734,1.595571,1.374143,1.757416,2.125720,2.194123,2.894860,very_high
0.618611,0.188541,0.166255,0.546615,0.167608,0.561180,0.827290,1.082869,1.843145,2.322667,1.228137,1.273313,0.844557,1.359828,2.499535,2.726135,1.815007,1.832158,medium
0.752717,0.672460,0.379737,0.436047,0.965789,1.113597,1.904841,0.036932,1.269777,1.817727,2.318419,2.131588,0.288732,1.849724,1.856358,2.218368,1.781332,1.685347,medium
0.158605,0.977007,0.617194,0.748672,1.028161,1.417457,1.647595,0.123950,1.854457,1.483546,1.211651,2.603067,1.400875,2.509043,2.353552,2.147892,2.640757,1.893444,very_high
0.880871,0.101893,0.969819,0.827925,1.658364,0.268862,0.962102,1.776161,1.024848,2.738956,2.050742,2.926956,1.770326,2.680466,2.034235,1.881503,1.059370,1.433191,very_high
0.871844,0.008320,0.727631,0.771243,0.887567,1.628134,1.348052,1.737742,0.086595,1.131351,0.304224,2.857055,0.140719,2.958470,1.496929,1.925574,1.591171,1.200443,low
0.029247,0.433583,0.922604,0.038813,1.141706,1.212219,0.869968,0.714542,1.185266,0.659941,0.398857,0.975983,1.206278,1.147968,2.213002,2.908762,2.623515,1.297157,low
0.825817,0.092625,0.762212,0.194129,1.054142,1.899075,1.117447,1.782101,2.791442,1.824304,0.419131,1.265081,0.772986,1.433364,2.473817,1.276892,2.841060,1.333310,medium
0.128870,0.748384,0.591717,0.536608,0.076406,0.679058,0.116093,1.187350,1.878903,1.872085,0.136576,0.328610,0.091952,2.513260,2.947811,1.892438,1.824599,1.395347,low
0.335119,0.914549,0.192023,0.934822,1.230430,0.216292,1.392527,1.611811,0.251867,1.317284,1.623987,0.742633,0.376988,2.081197,1.760218,2.311654,2.777588,1.839920,medium
0.743508,0.434021,0.666686,0.834957,1.656087,1.013002,0.105649,0.854862,2.654981,1.459830,2.381903,2.647264,0.417102,1.655360,1.128945,1.866021,1.397860,2.247799,medium
0.160760,0.258712,0.623380,0.842535,0.315001,0.171622,1.634170,0.226797,0.806625,2.878660,1.831234,1.082550,0.548623,1.411179,2.975942,1.566431,1.442854,2.257776,low
0.817967,0.434403,0.602469,0.303208,1.188663,1.939053,1.649894,0.867454,0.731308,2.198057,1.724865,1.861658,2.410133,1.560955,2.247613,1.574715,2.692383,1.000195,high
0.832134,0.723448,0.489786,0.429448,1.187221,0.077370,0.474155,0.914600,0.891273,0.331805,2.041872,1.997897,1.318476,1.858578,2.892901,1.467312,2.806515,2.841915,high
0.507468,0.009054,0.528657,0.470706,0.328370,1.507008,0.647326,1.101888,1.731607,0.636390,1.018936,2.345488,0.441258,1.354302,1.207654,1.687806,1.445612,2.645694,low
0.006386,0.589454,0.334443,0.157372,0.246927,1.050205,0.962621,0.211165,1.634064,2.926730,1.085862,0.548400,0.300891,2.928452,1.684068,2.743350,1.118648,2.927876,medium
0.287038,0.613292,0.519313,0.031068,1.960104,0.737241,1.193326,1.982804,1.474241,2.179397,0.942810,0.914439,0.893821,1.215177,1.267873,2.010449,1.180648,1.719973,low
0.616927,0.637688,0.197556,0.946903,0.787438,0.131684,0.574707,0.488274,2.152611,2.745135,2.136327,1.345009,2.394047,2.971155,2.671020,1.480477,1.522762,2.329599,very_high
0.981186,0.242022,0.805174,0.240713,0.454843,1.244334,1.184973,0.397105,0.949613,0.911584,0.484921,1.094523,1.093380,2.683787,2.760685,1.769053,2.522898,1.336041,low
0.631814,0.714053,0.185777,0.239949,0.342649,1.170441,0.595574,1.053606,2.346194,2.225601,0.039076,2.948716,0.479692,1.846303,2.002623,1.211661,2.019984,2.634066,medium
0.259804,0.091391,0.084966,0.083379,1.335203,0.561767,0.110981,1.074416,0.525965,2.142008,1.788589,2.504822,1.212349,2.479633,1.373212,2.808071,1.911178,1.322735,medium
0.634006,0.199270,0.436246,0.928508,1.218891,1.820443,0.005055,0.879641,2.347862,0.884070,2.827144,1.439060,1.665935,2.343030,1.254238,1.816396,2.168280,1.651971,high
0.539985,0.877470,0.658307,0.579737,1.287104,0.608220,0.202302,1.543784,1.991430,1.652449,1.828224,2.637806,0.088753,1.426574,2.176328,2.960782,2.780446,1.981670,very_high
0.779845,0.738723,0.437717,0.667037,0.176012,0.899451,1.584501,1.033309,2.049625,1.882245,2.348765,1.042959,1.882925,1.678140,2.012753,1.695078,1.180861,2.189063,medium
0.106981,0.013746,0.276754,0.911577,1.787069,1.087525,1.922863,1.219391,1.444660,1.443395,2.018372,2.357485,1.185302,2.026245,2.389578,2.672712,2.389448,2.119266,very_high
0.761028,0.248376,0.558171,0.345620,0.778533,0.200464,0.853932,1.447493,2.001005,2.481536,1.492310,0.671027,0.029178,2.275688,1.610415,1.512771,2.853582,1.204192,low
0.541267,0.214406,0.347002,0.621507,0.626739,1.864323,1.025368,0.050050,0.239391,2.498607,2.155177,2.316966,2.021668,2.085790,1.804736,1.152306,1.426700,1.843352,medium
0.962992,0.270806,0.932868,0.038799,0.924723,0.749072,0.293696,1.141288,2.554653,2.551802,2.472312,1.369360,2.137163,1.945975,1.042722,1.063467,2.675545,2.845819,very_high
0.341872,0.247560,0.922645,0.186773,0.780132,0.161558,1.102063,1.768389,0.166642,2.410271,0.674195,0.322498,1.886519,1.886305,2.220286,2.212337,2.396049,2.744737,medium
0.632622,0.062526,0.502372,0.831246,1.727154,0.774582,0.289310,0.034777,0.446225,1.464250,1.008391,0.819787,1.025791,1.996529,1.846287,1.623147,1.028937,2.181567,low
0.932028,0.458941,0.327884,0.766768,1.858522,1.200405,1.222429,0.810364,1.730369,1.144315,0.671177,1.206824,1.588815,1.868703,2.839529,1.887040,1.463223,2.144649,medium
0.102510,0.732733,0.737132,0.350643,0.606906,1.027305,1.866517,1.852455,2.218234,2.494129,1.356519,2.247879,1.161473,2.082660,2.283573,2.637294,2.211690,1.223350,very_high
0.937228,0.606732,0.036713,0.376811,1.727872,1.389084,0.391397,0.706309,0.228755,1.470604,2.655194,0.218948,2.101865,2.775971,1.797389,1.496216,2.004801,1.400519,medium
0.687886,0.672872,0.474769,0.533554,1.563046,0.110968,1.529127,0.917458,2.762294,0.739114,1.035621,1.978641,1.750741,2.265659,1.527178,1.617305,2.055873,1.505279,medium
0.067837,0.081149,0.336323,0.000241,1.861615,0.569081,0.047005,1.963083,2.920823,1.522031,1.123401,2.148041,0.245397,2.445242,2.810570,2.690672,1.463861,1.976391,very_high
0.300964,0.951491,0.920536,0.241244,0.491501,1.638461,0.750994,0.398648,1.817851,0.425549,2.581102,1.961764,1.929281,2.194966,1.032530,1.985525,2.350007,2.462712,high
0.708172,0.838492,0.012003,0.208232,1.153918,0.159787,0.221497,0.130510,1.443730,2.074888,1.546123,2.282009,2.061715,2.286035,1.653825,2.655330,1.532837,1.921451,high
0.067351,0.805090,0.552815,0.250483,0.549089,1.710972,0.704951,1.718845,2.224185,1.007764,1.606347,0.534506,1.112107,2.156700,2.887011,1.748952,1.778870,1.252122,medium
0.582170,0.822984,0.740664,0.805906,1.648189,0.183792,0.347074,1.736931,0.985072,0.781976,2.582404,1.761310,2.627357,1.053733,2.308066,1.796740,1.737832,1.878698,medium
0.345883,0.932711,0.485018,0.279674,0.010648,1.668908,0.746610,0.944156,1.479793,2.869526,1.471580,2.823435,2.529043,2.999197,2.065438,1.334277,2.344050,1.325267,very_high
0.620916,0.544254,0.085403,0.191521,1.129638,0.721577,0.835046,1.028414,2.748453,2.330643,2.044673,1.832353,0.525500,1.067218,1.407069,2.832692,1.180506,2.502295,high
0.045742,0.200282,0.972461,0.504263,0.678407,1.224418,0.601182,1.671613,2.866966,2.361209,0.256934,1.834009,2.712799,1.790296,2.666750,2.793567,1.411084,1.333002,very_high
0.871537,0.616784,0.518010,0.865645,0.645367,0.305774,1.313244,1.477119,2.781207,1.871166,0.535895,2.209319,1.322617,1.210231,1.408398,2.968434,1.400994,1.965068,medium
0.973489,0.742881,0.614186,0.241350,1.289813,0.132337,1.837704,0.530298,0.787344,2.517518,1.213129,0.999613,2.171249,1.193857,1.496507,1.804894,1.216849,2.386827,low
0.968878,0.737917,0.236610,0.078536,1.702969,0.431876,0.801191,0.033787,0.697407,2.277487,1.484517,2.101428,2.442291,2.587054,1.383702,2.637230,1.415190,1.456396,high
0.749652,0.521449,0.483498,0.356405,1.218391,0.255708,0.384686,0.959400,0.892994,1.796321,2.897201,2.748701,1.515337,1.851852,1.316299,1.829907,2.214121,1.152060,medium
0.130086,0.068459,0.429149,0.747652,1.706346,0.624812,0.541446,1.717825,1.323933,2.883373,2.911955,0.032686,1.197306,2.602277,2.906625,1.908598,2.464336,2.126599,very_high
0.758263,0.371113,0.074896,0.550691,0.529194,1.028766,1.708002,1.791669,0.942502,0.574785,2.553591,2.610339,2.746354,1.545573,2.204063,2.659999,2.320607,1.108405,very_high
0.024587,0.920767,0.106160,0.816793,1.039004,1.177519,1.143279,1.912452,1.122638,2.830139,0.946797,0.655855,0.692561,1.512926,2.275674,1.354734,1.950376,2.175537,medium
0.022124,0.584449,0.837473,0.959592,0.901073,1.579736,0.910022,1.759126,1.861911,1.204314,2.892085,1.367770,0.770910,1.502463,2.908651,1.440622,1.104869,2.506997,high
0.323610,0.538332,0.239820,0.792662,0.023290,1.312480,0.299273,1.160087,2.287577,1.585197,2.068023,2.557043,1.084861,2.232291,1.461150,1.629456,2.918014,1.658632,high
0.488643,0.268854,0.194958,0.603803,1.113624,1.217517,0.899455,0.889211,2.206675,0.368218,1.178820,2.471736,2.578397,2.629999,1.011835,2.576358,1.336153,1.976699,high
0.770407,0.368449,0.504911,0.493342,1.323049,0.823564,0.556984,1.549700,2.443271,1.620322,2.105025,2.675782,2.816365,1.904522,2.197767,1.745303,2.336843,2.857524,very_high
0.683295,0.895346,0.768747,0.040069,1.183829,0.947617,1.886326,1.479643,0.096553,1.833620,0.049568,2.821250,0.660203,1.758498,2.015690,1.716336,2.825781,1.942218,medium
0.445903,0.666463,0.061947,0.984322,1.472560,0.829042,1.768140,1.076287,0.143201,2.993105,0.438464,1.341471,2.591610,2.947159,1.955301,2.997633,2.395554,2.993108,very_high
0.273627,0.787387,0.576808,0.383481,1.142679,1.684332,0.167805,0.174655,2.368149,2.925577,2.489057,1.969091,0.774609,1.233508,1.123760,1.767612,1.436099,1.314005,medium
0.997125,0.454345,0.119210,0.152228,0.133501,0.460001,1.033307,1.852163,1.599236,2.899192,1.936721,1.171435,2.911924,1.973265,1.908870,1.495541,1.631593,2.417868,high
0.426181,0.630247,0.036461,0.666709,0.232891,0.011442,0.450117,0.911205,1.734422,1.045164,1.092584,1.052150,1.792224,1.816976,1.575119,2.246427,1.060412,2.305237,low
0.451387,0.248384,0.052744,0.284288,1.192949,1.302640,0.821554,0.726668,0.157761,2.973799,1.502000,1.294786,0.021259,1.196253,1.549129,2.603760,2.225516,2.744610,medium
0.163624,0.705461,0.834164,0.585778,0.549958,0.404924,1.753696,1.259135,0.765941,1.366434,2.715426,2.229228,0.102390,1.536401,1.444763,1.139216,2.225986,1.184886,low
0.794810,0.427601,0.117972,0.586768,0.159290,1.780230,1.055029,1.347676,1.915063,2.555509,1.894734,1.504322,0.442454,1.056882,1.665057,2.237784,2.451001,1.560413,medium
0.693682,0.442546,0.045151,0.445730,0.859205,1.718093,0.668431,0.421376,2.577546,0.648960,1.194448,2.442179,0.562719,2.753909,1.706266,1.071471,1.021993,1.264358,low
0.220770,0.649322,0.437900,0.836119,1.108645,0.153455,0.415777,1.673878,2.750950,1.517500,0.360980,2.235655,2.302857,2.215699,1.617552,2.052665,2.635683,2.866190,very_high
0.082381,0.936281,0.843993,0.264967,0.657492,0.212777,1.600650,0.579874,1.501258,2.898036,0.881240,0.061435,0.668298,2.630037,2.957505,1.513983,2.477422,1.853271,medium
0.680499,0.064006,0.262408,0.448633,1.440867,0.990343,1.249036,0.373368,1.636423,2.841094,2.935021,1.890714,2.907425,2.043109,2.865462,1.613283,1.281773,2.820132,very_high
0.654511,0.824743,0.421713,0.537692,1.287541,1.218445,0.936131,0.812800,2.499149,2.051205,1.312089,1.309713,1.908336,2.199020,2.149020,1.934192,1.695253,1.588814,high
0.273260,0.292383,0.039923,0.663625,0.665637,0.549817,0.434969,1.461120,1.612874,2.393443,1.415518,1.369887,2.077553,2.401709,2.962110,2.854215,2.277050,1.252736,very_high
0.950864,0.443919,0.449079,0.783972,1.509745,1.433595,0.668493,1.930916,1.550576,0.529280,1.495794,2.455119,0.653450,2.816023,2.982396,2.421335,1.991594,1.593075,very_high
0.151058,0.021913,0.577613,0.394807,1.297390,1.189832,1.919687,1.618563,2.715252,2.164976,2.652312,1.642824,2.678119,1.183504,1.711879,2.873691,1.230189,2.194349,very_high
0.432335,0.301046,0.570907,0.646047,1.274891,0.649648,1.040180,1.880697,2.369798,1.854152,1.811785,2.656865,2.003444,1.661897,1.890375,2.319942,1.174691,2.690465,very_high
0.943616,0.502631,0.332427,0.150611,1.106855,0.050743,0.801399,0.281212,2.727218,0.274655,2.081031,2.138417,2.593217,2.418052,2.918124,1.014215,2.562913,1.770781,very_high
0.419727,0.056176,0.315533,0.932648,0.022779,1.500301,1.042844,0.142354,0.654741,0.339477,1.168241,1.658520,2.869443,2.916701,2.217252,1.531170,1.311934,2.829617,medium
0.638526,0.491096,0.106624,0.383059,1.393014,0.429507,1.557977,1.115410,1.573126,0.325331,0.087263,2.263614,0.376923,2.961615,1.425858,2.811545,1.344185,1.488464,low
0.397594,0.927111,0.366798,0.729521,0.752084,1.668947,0.680218,0.580595,2.527416,2.173071,2.792919,0.115047,0.289762,2.276206,2.378761,2.286891,2.661846,2.387081,very_high
0.274215,0.105393,0.099495,0.020341,1.885219,0.840581,0.357412,1.656110,0.333443,0.425146,2.847383,0.081251,2.410223,1.387197,1.411492,2.963294,2.224279,2.471427,medium
0.983978,0.764441,0.766596,0.205187,1.635970,1.154155,1.169872,1.343976,2.383986,1.403197,2.847459,0.250048,2.598378,1.238418,1.678715,1.311928,2.209431,1.547926,high
0.409334,0.409671,0.966274,0.487083,1.175389,1.745897,1.330408,1.941456,0.548920,1.070945,2.831061,1.312696,1.751284,2.892087,1.455120,1.593496,1.958692,1.053940,high
0.894099,0.655174,0.970074,0.878252,0.504364,1.727246,1.425436,0.509585,2.424356,1.651512,2.445726,0.706350,1.098002,1.867855,1.489960,1.724735,2.137990,1.730475,medium
0.229955,0.260237,0.865071,0.527255,0.407435,0.743039,1.763975,0.971568,1.836003,2.119429,2.053788,2.952784,1.957889,1.389632,1.009311,1.653116,2.203539,1.090392,medium
0.213105,0.159492,0.600792,0.929870,0.680770,0.417778,0.742348,1.002481,0.579708,2.054168,2.533530,1.626870,0.916992,2.867785,2.761418,1.503983,2.935652,2.801508,very_high
